,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
Unnamed: 2_level_0,Unnamed: 2_level_1,BP/ LN Equity,STERV FH Equity,IP US Equity,UPM FH Equity,NEM US Equity,XOM US Equity,VLO US Equity,NUE US Equity,ABX CT Equity,FMC US Equity,FCX US Equity,TTE FP Equity,COP US Equity,ADM US Equity,PKX US Equity,BHP US Equity,TECK/B CT Equity,RIO US Equity,WIL SP Equity,MNDI LN Equity,AAL LN Equity,CVE CT Equity,ALA CT Equity,WLK US Equity,GLEN LN Equity,MOS US Equity,MPC US Equity,PSX US Equity,WY US Equity,ET US Equity,VNOM UW Equity,SUN US Equity,WRK US Equity,PBA US Equity,AA US Equity,MTS SQ Equity,NTR CT Equity,NTR US Equity,DOW US Equity,CTVA US Equity,OXY US Equity,OKE US Equity,CVX US Equity,PXD US Equity,TRGP US Equity,SLB US Equity,BKR US Equity,DVN US Equity,HES US Equity,MRO US Equity,WMB US Equity,CTRA US Equity,APA US Equity,EOG US Equity,KMI US Equity,EQT US Equity,HAL US Equity,FANG US Equity,S5ENRS Index
Unnamed: 3_level_0,Unnamed: 3_level_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30 00:00:00,2019-10-31 00:00:00,-0.1436763,7.499697,4.447633,9.843127,4.773207,-4.305339,13.77288,5.774897,0.4246452,4.356752,3.149568,0.6275842,-2.378839,2.361821,-4.770992,-0.9518024,-2.490855,-0.1535803,2.153932,7.933214,11.475,-9.192728,-0.4855269,-3.556166,0.06035783,-3.02439,5.26749,14.08203125,5.451263,-3.746177,-13.01048,6.868044,2.524005,-4.74418,3.587444,4.63599,-3.957282,-4.190056,5.960126,-5.785714,-8.927367,-5.23816,-2.074199,-2.186531,-0.9459796,-4.331285,-7.758621,-15.71072,8.713624,-6.03097,-7.273483,6.089926,-14.46167,-6.221685,-1.844978,0.9398496,2.122016,-4.615727,-2.286269
2019-10-31 00:00:00,2019-11-30 00:00:00,-0.370847,3.722209,7.284448,2.835849,-3.347596,2.068293,-0.6286218,4.661096,-3.650704,7.060109,15.88595,-0.107443,8.586957,2.957995,7.147629,5.356778,-0.9986719,4.902903,8.540314,4.842093,2.226321,3.68923,2.297395,9.092429,4.795072,-4.17505,-4.36336,-1.050914,1.027045,-3.931912,0.4221958,-5.000827,9.174745,-0.03258682,-2.116402,16.29074,-1.391019,-0.7742205,7.06727,-0.8724402,-4.765432,3.072347,1.847234,3.918062,-6.044239,10.73723,5.620429,7.938856,-5.56654,1.481604,1.837741,-14.01278,2.862419,2.294041,-1.851852,-18.4946,9.038961,-9.596455,1.817938
2019-11-30 00:00:00,2019-12-31 00:00:00,0.7227824,8.151642,-0.6258093,3.750508,13.55588,2.421841,-1.926903,0.5747613,11.29393,2.350613,15.28998,5.271426,8.491825,7.966457,6.880371,6.171163,11.05696,8.797654,2.456589,8.497039,9.97379,15.63838,3.169061,2.140361,-1.035718,13.90499,-0.6431398,-2.885286,3.527763,8.636748,3.9629,-1.76565,6.397223,6.326346,5.700246,2.405587,2.441258,1.993104,2.548248,13.60492,9.105205,6.502463,2.885683,18.75114,11.77115,12.6366,14.31757,19.08373,8.033519,16.56652,6.152955,9.222083,14.85637,18.13822,7.955125,24.85682,17.5567,20.06724,6.026702
2019-12-31 00:00:00,2020-01-31 00:00:00,-3.648661,-10.32987,-11.57438,-8.753598,3.705409,-10.97736,-9.973305,-15.61834,-0.3487737,-4.237628,-15.07612,-10.28223,-8.61141,-3.430421,-12.26788,-6.58015,-25.53634,-9.989892,-6.501717,-13.21917,-9.085621,-14.41549,6.065974,-12.75838,-5.937536,-8.31793,-9.543569,-17.98761,-4.139073,-1.870616,-11.55718,1.666667,-9.112095,3.80001,-35.14644,-15.70709,-10.89392,-10.89543,-15.82313,-2.165088,-3.615627,0.1789015,-11.09451,-10.81456,-8.4075,-16.64179,-14.78736,-16.36504,-15.32705,-16.27393,-12.77403,-18.53811,8.073978,-12.66609,-0.2361833,-44.49541,-10.87045,-19.87939,-11.06821
2020-01-31 00:00:00,2020-02-29 00:00:00,-14.65087,-9.602384,-8.150725,-3.523191,-0.9542832,-15.99102,-20.5068,-12.92904,3.265231,-2.604875,-10.27027,-13.70249,-17.94424,-15.2208,-9.27719,-15.2612,-22.21639,-12.16545,-0.6208246,-2.29564,-12.73498,-15.58588,-6.872642,-8.308082,-16.00482,-14.16331,-12.09716,-17.24523,-10.25907,-9.88177,-16.63358,-10.82691,-13.77073,-5.338108,-0.5734767,-4.31145,-5.380943,-5.29398,-10.73319,-5.947441,-17.57301,-10.88554,-11.85941,-9.051852,-11.23288,-17.97967,-25.7156,-25.2302,-0.6894113,-26.82327,-7.926535,-1.135557,-9.183674,-13.2355,-8.145663,-2.437176,-22.2375,-16.66667,-14.55657
2020-02-29 00:00:00,2020-03-31 00:00:00,-15.58529,-13.90489,-15.77381,-9.767116,1.734927,-26.18585,-31.53208,-11.8859,-4.353456,-11.78846,-32.22892,-6.179255,-36.38992,-6.560425,-18.19765,-12.72995,-24.79881,1.939003,-20.33099,-14.10269,-20.88271,-72.28362,-39.40702,-31.68069,-37.76344,-36.27918,-50.18979,-28.33289,-33.93472,-58.48375,-62.81548,-42.13836,-15.00752,-47.53812,-55.5876,-32.9206,-14.8675,-14.88829,-27.64167,-13.20522,-62.39685,-67.31115,-22.36983,-42.39267,-78.67284,-50.20303,-34.74208,-56.924,-40.30188,-60.2657,-23.48617,23.40273,-83.22633,-43.21846,-27.38654,20.44293,-59.15505,-57.48692,-34.79446
2020-03-31 00:00:00,2020-04-30 00:00:00,-7.68543,16.44527,10.02249,6.021176,31.36042,22.3861,39.66049,14.35314,41.11017,12.49847,30.81482,-7.464834,36.68831,5.571347,13.96631,10.8749,17.11706,1.382792,11.63958,3.615203,1.398131,81.09775,33.62717,13.83285,20.58411,6.377079,35.8171,36.38397,29.02655,82.6087,39.96983,58.69565,13.90658,22.87129,32.30519,15.43306,5.232145,5.215086,25.4788,11.44681,43.35061,41.86948,26.9666,27.3129,89.00145,24.68495,32.85714,80.4631,46.06607,86.01823,36.89046,25.7708,213.8315,33.50956,9.410919,106.3649,53.28467,66.1832,29.77729
2020-04-30 00:00:00,2020-05-31 00:00:00,-1.832651,3.586069,0.9002043,4.324212,-1.69805,-0.2224649,6.93917,2.597718,-6.502989,7.083786,2.718007,3.866005,1.166807,6.937053,-0.8062349,15.78171,7.543408,16.73522,11.16918,4.697784,17.63583,19.86172,-9.927855,10.43615,-0.2960463,5.039096,11.38017,8.313526,-7.681756,1.05164,14.38932,7.60612,-12.15642,9.759946,13.00613,-12.98487,-4.616181,-4.788575,7.108233,4.857742,-21.98795,22.58603,1.063209,2.564103,38.04012,9.809751,19.7602,-13.31195,-2.405428,-12.7451,5.47238,-7.744215,-17.50764,7.282677,5.612973,-8.567512,11.90476,-1.234423,1.882863
2020-05-31 00:00:00,2020-06-30 00:00:00,0.9800002,-1.054503,3.406755,0.3313151,6.063839,-1.649439,-11.73469,-1.047045,11.87686,1.687273,27.5634,4.375665,-0.3793267,1.50089,0.6363036,5.583864,10.63126,4.191395,6.842821,0.6699863,10.47924,7.317923,7.921233,12.47379,14.85908,3.851037,6.374502,-8.126757,11.24319,-12.7451,-1.239275,-11.51163,0.7127584,0.523638,22.04126,10.43581,-4.589845,-4.287001,5.595855,-1.904064,41.38913,-9.457618,-2.693566,7.280552,12.18558,0.2267728,-6.783767,5.804377,9.692619,14.60674,-4.852118,-13.40726,25.11585,-0.6082009,-3.987342,-10.7946,10.85982,-1.784876,-1.296604
2020-06-30 00:00:00,2020-07-31 00:00:00,-5.223453,5.17012,-1.192843,-7.725432,12.08293,-5.903399,-4.403264,1.304033,7.555436,6.454527,11.66811,-3.383055,-10.08332,7.343359,8.045357,6.25377,-3.141193,8.650765,14.57765,-4.516637,5.861585,-4.735433,9.347347,1.584343,7.929909,7.673861,2.193686,-13.74131,23.82013,-8.005618,-0.1930502,8.716601,-4.953999,-2.029778,15.65836,4.717331,1.498323,1.52648,0.7360157,6.606943,-13.98907,-13.16978,-5.928499,-0.7983623,-8.431197,-1.359434,0.6497726,-7.495591,-5.018336,-10.29412,0.5783386,8.847497,13.89448,-6.795513,-5.323006,22.01681,10.40062,-4.686753,-5.128377
2020-07-31 00:00:00,2020-08-31 00:00:00,-1.006496,17.16692,5.718339,13.74158,-2.774566,-3.212665,-4.773245,8.367104,2.955334,0.7637907,20.82043,7.123021,1.337256,5.355256,-3.448276,4.201363,14.00252,2.800584,-3.814488,12.34914,0.8318883,6.311668,3.876194,9.335637,-1.440259,35.33779,-5.727023,-4.363337,8.989573,2.524265,-1.28601,10.24975,13.67949,2.261585,12.46154,14.89568,13.91944,13.13286,11.55836,0.4477292,-19.05972,-1.540666,1.46001,7.232769,-6.947484,4.796031,-6.810047,5.897992,-6.44178,-3.825137,8.520648,1.955934,-3.583062,-3.223052,-1.985816,9.297521,12.90998,-1.435527,-1.01785
2020-08-31 00:00:00,2020-09-30 00:00:00,-17.42225,6.459062,11.77281,0.3814667,-5.346774,-14.04607,-17.62692,-0.4320731,-5.165142,-0.474914,0.1921845,-11.38575,-13.32805,3.865058,9.212727,-4.140578,21.1171,-1.371876,0.5403218,8.714805,-0.8377591,-17.44942,-6.149913,6.574511,-7.828548,0.4846896,-17.25888,-11.33915,-5.905642,-15.57632,-26.12967,-8.06634,14.54006,-13.54774,-20.45144,5.341812,7.127549,7.645484,4.277482,0.910683,-21.35131,-5.458515,-14.21423,-16.73493,-17.51911,-17.59915,-6.932773,-11.90424,-10.59208,-22.53788,-3.470643,-8.487085,-36.01351,-20.73224,-10.78148,-18.52552,-25.31885,-22.68994,-14.51329
2020-09-30 00:00:00,2020-10-31 00:00:00,-12.49021,-6.96229,7.918106,-7.261603,-0.9613869,-4.981066,-10.87258,6.464556,-4.959279,-2.993107,10.86957,-12.14865,-11.74049,-0.5377501,10.63067,-6.961903,-5.753805,-5.99437,-8.309464,-10.55122,-3.212028,-16.16863,5.303782,6.959823,-2.911081,1.258894,0.5453306,-9.992284,-4.312763,-4.98155,-6.781915,3.198032,8.088658,-0.6964827,11.092,1.952841,3.517166,3.696151,-3.315622,14.47414,-8.791209,15.22325,-3.472222,-7.477613,15.11226,-3.984576,11.13619,-5.602537,-9.064256,-3.178484,-2.340967,2.476959,-12.11402,-3.791917,-1.358475,17.09203,0.08298755,-13.81142,-4.415349
2020-10-31 00:00:00,2020-11-30 00:00:00,32.56261,16.12576,14.30746,16.86093,-6.397199,19.65045,41.78483,12.43719,-13.63507,12.9161,34.89043,42.41851,38.22502,8.42053,15.18031,15.96342,20.45926,14.44425,6.339853,16.92777,26.09288,51.82677,13.92323,11.53022,40.20381,18.7027,33.67896,31.69884,6.412605,23.41418,61.48788,13.91606,12.98747,22.52781,54.02477,35.38904,21.65455,21.11603,18.00352,16.62246,72.61774,23.68966,27.29795,26.42031,46.41745,39.15663,28.20864,56.66293,26.75981,50.31038,9.327775,-0.944802,55.3012,36.91589,20.84034,-1.717305,37.56219,55.64071,28.03613
2020-11-30 00:00:00,2020-12-31 00:00:00,5.18328,14.65849,0.4850444,13.41019,2.507308,8.103855,5.207365,-0.1919692,-1.124782,-0.5141139,11.24412,0.7683442,1.086957,1.285915,18.69951,17.11776,14.6685,15.77651,11.95598,6.023777,11.97686,22.31149,2.527076,8.582834,12.43799,5.028081,6.378601,15.45064,16.12703,0.0,3.75,3.562433,3.127221,-6.533442,15.82915,26.45637,-1.971221,-1.320389,4.697227,1.043841,9.89167,6.997491,-3.131452,13.77683,12.25532,5.625343,11.37821,13.75951,12.40961,12.66892,-2.695208,-7.077626,10.08534,6.377986,-4.937413,-14.58333,14.21517,21.12112,4.396795
