User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
ChartMill,@ChartMill,2021-08-30T03:21:02.000Z,"ChartMill
@ChartMill
·
Aug 30, 2021$GLEN.L has an average volume of 7681460. This is a good sign as it is always nice to have a liquid stock. https://chartmill.com/stock/analyzer/stock/GLEN.L?key=1b25205f-6897-4936-b2df-7843103bc7b3&utm_source=twitterEU&utm_medium=TA&utm_content=GLEN.L&utm_campaign=social_tracking… #ChartMill #Glencoreplc #GLEN #LondonStockExchange #TechnicalAnalysis",,,
ChartMill,@ChartMill,2021-08-29T22:20:02.000Z,"ChartMill
@ChartMill
·
Aug 30, 2021$GLEN.L: Both the short term and long term trends are positive. This is a very positive sign. https://chartmill.com/stock/analyzer/stock/GLEN.L?key=1b25205f-6897-4936-b2df-7843103bc7b3&utm_source=twitterEU&utm_medium=TA&utm_content=GLEN.L&utm_campaign=social_tracking… #ChartMill #Glencoreplc #GLEN #LondonStockExchange #TechnicalAnalysis",,,
Michael Wiesmann,@mxpx1981,2021-08-24T17:15:47.000Z,"Michael Wiesmann
@mxpx1981
·
Aug 24, 2021Replying to 
@moninielsen
 @gerhardpfister
 and 
@Mitte_Centre
geri hat mit längst geblockt, nachdem ich ihn darauf hingewiesen habe, welch tollen job er als laufbursche für 
@furrerhugi
 im auftrag von 
@Glencoreplc
 und co er jeweils macht. 
11",,,11
ChartMill,@ChartMill,2021-08-24T10:34:02.000Z,"ChartMill
@ChartMill
·
Aug 24, 2021In the last month $GLEN.L has a been trading in the 303.05 - 341.70 range, which is quite wide. https://chartmill.com/stock/analyzer/stock/GLEN.L?key=1b25205f-6897-4936-b2df-7843103bc7b3&utm_source=twitterEU&utm_medium=TA&utm_content=GLEN.L&utm_campaign=social_tracking… #ChartMill #Glencoreplc #GLEN #LondonStockExchange #TechnicalAnalysis",,,
The Rotolok Group,@RotolokGroup,2021-08-23T11:00:02.000Z,"The Rotolok Group
@RotolokGroup
·
Aug 23, 2021Mining giant Glencore Plc acquired a stake in Britishvolt Ltd., allowing the U.K. battery maker to secure long-term supplies of key material cobalt.

Read the full article here - https://bit.ly/3xYGSGx

#ukmining #bulkhandling #mining #rotaryvalves #ukmfg #materialsprocessing
mining.com
Glencore acquires stake in UK battery maker Britishvolt
Britishvolt is building the UK’s first giant battery factory in northern England.",,,
Bolsa y Capital,@Bolsa_y_Capital,2021-08-23T08:11:17.000Z,"Bolsa y Capital
@Bolsa_y_Capital
·
Aug 23, 2021Glencore PLC

Diario

Posiblemente este equivocado, pero no confuso.",,,
stormkrow,@stormkrow,2021-08-23T07:02:43.000Z,"stormkrow
@stormkrow
·
Aug 23, 2021Replying to 
@ALJVD1
Glencore PLC
Alcoa Aluminum
1",,,1
ChartMill,@ChartMill,2021-08-23T06:09:03.000Z,"ChartMill
@ChartMill
·
Aug 23, 2021Looking at the yearly performance, $GLEN.L did better than 84% of all other stocks. https://chartmill.com/stock/analyzer/stock/GLEN.L?key=1b25205f-6897-4936-b2df-7843103bc7b3&utm_source=twitterEU&utm_medium=TA&utm_content=GLEN.L&utm_campaign=social_tracking… #ChartMill #Glencoreplc #GLEN #LondonStockExchange #TechnicalAnalysis",,,
はっち@テスラ株FIRE,はっち@テスラ株FIRE,2021-08-19T15:24:44.000Z,"はっち@テスラ株FIRE
@tenburger2
·
Aug 19, 20212)「2020 Impact Report」の中で、コンゴ民主共和国を中心としたRe|Sourceコンソーシアム（China Molybdenum Co., Ltd、Eurasian Resources Group、Glencore plc で構成）と、ブロックチェーン・プラットフォームの開発に取り組んでいると述べている。
1",1,,
Emine Merva,@EmineKa21703470,2021-08-19T08:33:32.000Z,"Emine Merva
@EmineKa21703470
·
Aug 19, 2021Birleşik Krallık araştırma kuruluşu olan  Glencore Plc destekli İngiliz batarya girişimi Britishvolt Ltd. , Emerson & Renwick Ltd., Johnson Matthey Plc ve Oxford Üniversitesi, Warwick Üniversitesi ve İngiltere'nin bir bölümü ile birleşiyorlar. Pil Sanayileşme İçin #önemli
Bloomberg Asia
@BloombergAsia
·
Aug 19, 2021
A consortium of British companies and research organizations to pool resources to try to commercialize a design for a solid-state battery https://trib.al/zoqCTJX
2",,,2
