User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
Community Financial,@CFinancialNews,2020-05-05T23:35:22.000Z,"Community Financial
@CFinancialNews
·
May 6, 2020Insider Selling: Newmont Goldcorp Corp $NEM CEO Sells 4,000 Shares of Stock http://americanbankingnews.com/?p=14402743 #markets",,,
US Banking News,@AmericanBanking,2020-05-05T23:35:21.000Z,"US Banking News
@AmericanBanking
·
May 6, 2020Insider Selling: Newmont Goldcorp Corp $NEM CEO Sells 4,000 Shares of Stock http://americanbankingnews.com/?p=14402743 #stocks",,,
WKRB News,@WKRBNews,2020-05-05T23:02:55.000Z,"WKRB News
@WKRBNews
·
May 6, 2020Insider Selling: Newmont Goldcorp Corp $NEM CEO Sells 4,000 Shares of Stock http://wkrb13.com/?p=1777397 #markets",,,
tom wolf,@tgwtom,2020-05-05T22:48:13.000Z,"tom wolf
@tgwtom
·
May 6, 2020Impressive:
""To date, Newmont 
@NewmontCorp
 has no confirmed cases of #COVID-19 at any of its sites thanks to the discipline of our workforce in adhering to these protocols."" https://seekingalpha.com/article/4343253-newmont-nem-ceo-tom-palmer-on-q1-2020-results-earnings-call-transcript?part=single… #goldminers
seekingalpha.com
Newmont (NEM) CEO, Tom Palmer on Q1 2020 Results - Earnings Call Transcript
Newmont Corporation (NYSE:NYSE:NEM) Q1 2020 Earnings Conference Call May 5, 2020 9:00 AM ETCompany ParticipantsTom Palmer - President, Chief Executive Officer Rob Atkinson - Chief Operating...",,,
Minnesota Miners,@MinnesotaMiners,2020-05-05T13:31:44.000Z,"Minnesota Miners
@MinnesotaMiners
·
May 5, 2020.
@MTMiningAssoc
 .
@TSRA_MT
 .
@MontanaMinded
 .
@ColstripUnited
 .
@BlkButteCopper
 .
@HeclaMontana
 .
@Utah_Mining
 @kennecottutah
 .
@azmining
 @resolutioncu
 .
@ColoradoMining
 @NewmontCorp
 .
@nevadamining
 @BarrickGold
 .
@IdahoMining
 @MidasIdaho .
@AlaskaMiners
 .
@PTFAlaska
 @MinnesotaMiners
Minnesota Miners
@MinnesotaMiners
·
May 5, 2020
.@SenatorTester Are you happy that you backed this guy to be a judge. https://montanadailygazette.com/2020/05/04/testers-liberal-judge-shuts-down-montana-oil-leases-due-to-environmental-concerns/?fbclid=IwAR10ydSjMmyS-l-rBD3PRO5oB8jOlyG3RoTqs20KHOyjGxX6vpNw8y5u8HA… He has done more to kill jobs in Montana than anybody. From logging to mining to gas & oil how many 1,000s of jobs have been delayed by his biased rulings? Shame on you. @MinnesotaMiners
7
3",,7,3
MasterMetals,@MasterMetals,2020-05-05T13:25:20.000Z,"MasterMetals
@MasterMetals
·
May 5, 2020.
@NewmontCorp
 Produced 1.5 million ounces of #gold @ AISC $1,030/Oz. Generated $939 million of cash from continuing operations and $611 million of Free Cash Flow

 https://s24.q4cdn.com/382246808/files/doc_financials/2020/q1/Newmont-First-Quarter-2020-Earnings-Release_Final-(1).pdf… $NEM #MasterMetals
1
1",,1,1
LTN,@Livetradingnews,2020-05-05T12:56:38.000Z,"LTN
@Livetradingnews
·
May 5, 2020Newmont Corp (NYSE:#NEM) #Profits Spike on #Gold’s Price: $NEM Newmont Corp (NYSE:NEM) the… https://goo.gl/fb/4g7Kwk",,,
Paul Ebeling,@Redroadmaster,2020-05-05T12:55:04.000Z,"Paul Ebeling
@Redroadmaster
·
May 5, 2020Newmont Corp (NYSE:NEM) Profits Spike on Gold's Price - Live Trading News
livetradingnews.com
Newmont Corp (NYSE:NEM) Profits Spike on Gold's Price
Newmont Corp (NYSE:NEM) Profits Spike on Gold's Price Stocks",,,
NsServices,@services_ns,2020-05-05T12:23:42.000Z,"NsServices
@services_ns
·
May 5, 2020News: Gold miner Newmont posts 641% jump in profit Newmont Corp. earned $837 million in the first quarter as gold prices surged.
Gold miner Newmont posts 641% jump in profit

Newmont Corp. earned $837 million in the first quarter as gold prices surged.

… https://ift.tt/2YAXq9K",,,
Newmont Corporation,@NewmontCorp,2020-05-05T12:10:02.000Z,"Newmont Corporation
@NewmontCorp
·
May 5, 2020#ICYMI $NEM’s first quarter 2020 earnings webcast starts at 9:00 a.m. Eastern Time. Register here: https://newmont.com/investors/news-release/news-details/2020/Newmont-Announces-First-Quarter-2020-Earnings-Call/default.aspx…
6",,,6
