User,Handle,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount
$Stocknewsalerts,@Allstocknews,2019-01-02T22:50:47.000Z,"$Stocknewsalerts
@Allstocknews
·
Jan 2, 2019$VLO Stock Quote Notification for Valero Energy Corp
From our Stock News Alerts App",,,
$Stocknewsalerts,@Allstocknews,2019-01-02T20:20:28.000Z,"$Stocknewsalerts
@Allstocknews
·
Jan 2, 2019$VLO New Form 4 for Valero Energy Corp
From our Stock News Alerts App",,,
WhatsOnThorold,@whatsonthorold2,2019-01-01T14:42:02.000Z,"WhatsOnThorold
@whatsonthorold2
·
Jan 1, 2019Bowling Portfolio Management LLC Has Trimmed Valero Energy Corp $VLO Stake by $3.77 Million - https://whatsonthorold.com/2019/01/01/bowling-portfolio-management-llc-has-trimmed-valero-energy-corp-vlo-stake-by-3-77-million/…",,,
$Stocknewsalerts,@Allstocknews,2018-12-31T22:46:37.000Z,"$Stocknewsalerts
@Allstocknews
·
Dec 31, 2018$VLO Stock Quote Notification for Valero Energy Corp
From our Stock News Alerts App",,,
Bank Informer,@bankinformer,2018-12-31T13:23:40.000Z,"Bank Informer
@bankinformer
·
Dec 31, 2018Shareholder Royal Bank Of Scotland Group Plc Decreased Valero Energy Corp New (VLO) Stake – Z Tribune – Royal Bank of Scotland RBS https://bankinformer.com/904584/shareholder-royal-bank-of-scotland-group-plc-decreased-valero-energy-corp-new-vlo-stake-z-tribune-royal-bank-of-scotland-rbs/…",,,
$Stocknewsalerts,@Allstocknews,2018-12-28T22:45:00.000Z,"$Stocknewsalerts
@Allstocknews
·
Dec 28, 2018$VLO Weekly Summary Alert for Valero Energy Corp
From our Stock News Alerts App",,,
$Stocknewsalerts,@Allstocknews,2018-12-28T22:44:33.000Z,"$Stocknewsalerts
@Allstocknews
·
Dec 28, 2018$VLO Stock Quote Notification for Valero Energy Corp
From our Stock News Alerts App",,,
WhatsOnThorold,@whatsonthorold2,2018-12-28T17:52:35.000Z,"WhatsOnThorold
@whatsonthorold2
·
Dec 28, 2018As Valero Energy Corp New $VLO Stock Price Declined, Stifel Financial Corp Has Increased Stake - https://whatsonthorold.com/2018/12/28/as-valero-energy-corp-new-vlo-stock-price-declined-stifel-financial-corp-has-increased-stake/…",,,
REurope,@reurope_stock,2018-12-28T17:52:06.000Z,"REurope
@reurope_stock
·
Dec 28, 2018Stifel Financial Corp Holding in Valero Energy Corp New $VLO Has Raised as Share Price Declined https://reurope.com/2018/12/28/stifel-financial-corp-holding-in-valero-energy-corp-new-vlo-has-raised-as-share-price-declined/…",,,
Money Making Articles Hot Stuff,@mmahotstuff1,2018-12-26T15:10:28.000Z,"Money Making Articles Hot Stuff
@mmahotstuff1
·
Dec 26, 2018Bowling Portfolio Management LLC Cut Valero Energy Corp $VLO Stake by $3.77 Million as Market Value Declined - https://mmahotstuff.com/2018/12/26/bowling-portfolio-management-llc-cut-valero-energy-corp-vlo-stake-by-3-77-million-as-market-value-declined.html…",,,
WhatsOnThorold,@whatsonthorold2,2018-12-26T15:10:20.000Z,"WhatsOnThorold
@whatsonthorold2
·
Dec 26, 2018Bowling Portfolio Management LLC Position in Valero Energy Corp $VLO Trimmed as Stock Value Declined - https://whatsonthorold.com/2018/12/26/bowling-portfolio-management-llc-position-in-valero-energy-corp-vlo-trimmed-as-stock-value-declined/…",,,
The Casual Smart,@The_CasualSmart,2018-12-26T15:10:11.000Z,"The Casual Smart
@The_CasualSmart
·
Dec 26, 2018Valero Energy Corp $VLO Stock Value Declined While Bowling Portfolio Management LLC Trimmed Position by $3.77 Million https://cardinalweekly.com/valero-energy-corp-vlo-stock-value-declined-while-bowling-portfolio-management-llc-trimmed-position-by-3-77-million/…",,,
REurope,@reurope_stock,2018-12-26T15:09:42.000Z,"REurope
@reurope_stock
·
Dec 26, 2018Valero Energy Corp $VLO Shareholder Bowling Portfolio Management LLC Has Decreased Its Holding https://reurope.com/2018/12/26/valero-energy-corp-vlo-shareholder-bowling-portfolio-management-llc-has-decreased-its-holding/…
1",,1,
Money Making Articles Hot Stuff,@mmahotstuff1,2018-12-25T16:52:25.000Z,"Money Making Articles Hot Stuff
@mmahotstuff1
·
Dec 25, 2018Voloridge Investment Management LLC Has Trimmed Valero Energy Corp New $VLO Position as Stock Declined - https://mmahotstuff.com/2018/12/25/voloridge-investment-management-llc-has-trimmed-valero-energy-corp-new-vlo-position-as-stock-declined.html…",,,
WhatsOnThorold,@whatsonthorold2,2018-12-25T16:52:14.000Z,"WhatsOnThorold
@whatsonthorold2
·
Dec 25, 2018Voloridge Investment Management LLC Has Decreased Position in Valero Energy Corp New $VLO as Stock Declined - https://whatsonthorold.com/2018/12/25/voloridge-investment-management-llc-has-decreased-position-in-valero-energy-corp-new-vlo-as-stock-declined/…",,,
The Casual Smart,@The_CasualSmart,2018-12-25T16:52:02.000Z,"The Casual Smart
@The_CasualSmart
·
Dec 25, 2018Voloridge Investment Management LLC Has Trimmed Stake in Valero Energy Corp New $VLO by $10.06 Million as Market Value Declined https://cardinalweekly.com/voloridge-investment-management-llc-has-trimmed-stake-in-valero-energy-corp-new-vlo-by-10-06-million-as-market-value-declined/…",,,
REurope,@reurope_stock,2018-12-25T16:51:31.000Z,"REurope
@reurope_stock
·
Dec 25, 2018Valero Energy Corp New $VLO Holder Voloridge Investment Management LLC Has Cut Its Position as Share Value Declined https://reurope.com/2018/12/25/valero-energy-corp-new-vlo-holder-voloridge-investment-management-llc-has-cut-its-position-as-share-value-declined/…",,,
$Stocknewsalerts,@Allstocknews,2018-12-24T22:44:12.000Z,"$Stocknewsalerts
@Allstocknews
·
Dec 24, 2018$VLO Stock Quote Notification for Valero Energy Corp
From our Stock News Alerts App",,,
Money Making Articles Hot Stuff,@mmahotstuff1,2018-12-24T14:50:22.000Z,"Money Making Articles Hot Stuff
@mmahotstuff1
·
Dec 24, 2018As Valero Energy Corp New $VLO Valuation Declined, Teacher Retirement System Of Texas Upped Stake - https://mmahotstuff.com/2018/12/24/as-valero-energy-corp-new-vlo-valuation-declined-teacher-retirement-system-of-texas-upped-stake.html…",,,
Money Making Articles Hot Stuff,@mmahotstuff1,2018-12-23T14:15:22.000Z,"Money Making Articles Hot Stuff
@mmahotstuff1
·
Dec 23, 2018Bowling Portfolio Management LLC Trimmed Position in Valero Energy Corp $VLO by $3.77 Million as Stock Price Declined - https://mmahotstuff.com/2018/12/23/bowling-portfolio-management-llc-trimmed-position-in-valero-energy-corp-vlo-by-3-77-million-as-stock-price-declined.html…",,,
WhatsOnThorold,@whatsonthorold2,2018-12-23T14:15:03.000Z,"WhatsOnThorold
@whatsonthorold2
·
Dec 23, 2018Valero Energy Corp $VLO Holder Bowling Portfolio Management LLC Lowered Its Position by $3.77 Million as Stock Price Declined - https://whatsonthorold.com/2018/12/23/valero-energy-corp-vlo-holder-bowling-portfolio-management-llc-lowered-its-position-by-3-77-million-as-stock-price-declined/…",,,
REurope,@reurope_stock,2018-12-23T14:14:38.000Z,"REurope
@reurope_stock
·
Dec 23, 2018Valero Energy Corp $VLO Shareholder Bowling Portfolio Management LLC Trimmed Stake https://reurope.com/2018/12/23/valero-energy-corp-vlo-shareholder-bowling-portfolio-management-llc-trimmed-stake/…",,,
Money Making Articles Hot Stuff,@mmahotstuff1,2018-12-22T17:08:44.000Z,"Money Making Articles Hot Stuff
@mmahotstuff1
·
Dec 22, 2018Stifel Financial Corp Increased Its Valero Energy Corp New $VLO Stake by $4.65 Million; Market Valuation Declined - https://mmahotstuff.com/2018/12/22/stifel-financial-corp-increased-its-valero-energy-corp-new-vlo-stake-by-4-65-million-market-valuation-declined.html…",,,
WhatsOnThorold,@whatsonthorold2,2018-12-22T17:08:35.000Z,"WhatsOnThorold
@whatsonthorold2
·
Dec 22, 2018Valero Energy Corp New $VLO Shareholder Stifel Financial Corp Raised Holding by $4.65 Million - https://whatsonthorold.com/2018/12/22/valero-energy-corp-new-vlo-shareholder-stifel-financial-corp-raised-holding-by-4-65-million/…",,,
REurope,@reurope_stock,2018-12-22T17:08:05.000Z,"REurope
@reurope_stock
·
Dec 22, 2018Stifel Financial Corp Increased Position in Valero Energy Corp New $VLO as Stock Declined https://reurope.com/2018/12/22/stifel-financial-corp-increased-position-in-valero-energy-corp-new-vlo-as-stock-declined/…",,,
$Stocknewsalerts,@Allstocknews,2018-12-21T23:02:56.000Z,"$Stocknewsalerts
@Allstocknews
·
Dec 22, 2018$VLO Weekly Summary Alert for Valero Energy Corp
From our Stock News Alerts App",,,
Money Making Articles Hot Stuff,@mmahotstuff1,2018-12-20T15:11:37.000Z,"Money Making Articles Hot Stuff
@mmahotstuff1
·
Dec 20, 2018Valero Energy Corp $VLO Market Value Declined While Bowling Portfolio Management LLC Decreased Stake by $3.77 Million - https://mmahotstuff.com/2018/12/20/valero-energy-corp-vlo-market-value-declined-while-bowling-portfolio-management-llc-decreased-stake-by-3-77-million.html…",,,
WhatsOnThorold,@whatsonthorold2,2018-12-20T15:11:16.000Z,"WhatsOnThorold
@whatsonthorold2
·
Dec 20, 2018Valero Energy Corp $VLO Market Valuation Declined While Bowling Portfolio Management LLC Cut Its Stake - https://whatsonthorold.com/2018/12/20/valero-energy-corp-vlo-market-valuation-declined-while-bowling-portfolio-management-llc-cut-its-stake/…",,,
The Casual Smart,@The_CasualSmart,2018-12-20T15:11:04.000Z,"The Casual Smart
@The_CasualSmart
·
Dec 20, 2018Valero Energy Corp $VLO Market Valuation Declined While Bowling Portfolio Management LLC Has Lowered Stake by $3.77 Million https://cardinalweekly.com/valero-energy-corp-vlo-market-valuation-declined-while-bowling-portfolio-management-llc-has-lowered-stake-by-3-77-million/…",,,
REurope,@reurope_stock,2018-12-20T15:10:22.000Z,"REurope
@reurope_stock
·
Dec 20, 2018Valero Energy Corp $VLO Stock Price Declined While Bowling Portfolio Management LLC Has Trimmed Position https://reurope.com/2018/12/20/valero-energy-corp-vlo-stock-price-declined-while-bowling-portfolio-management-llc-has-trimmed-position/…",,,
LOUIS WOOLF,@torvale1953,2018-12-20T15:04:58.000Z,"LOUIS WOOLF
@torvale1953
·
Dec 20, 2018The Allstate Corp. (ALL, US$80.98, OUTPERFORM, TP US$93)
Ubiquiti Networks (UBNT, US$99.6, NEUTRAL, TP US$86)
United Utilities (UU.L, 749.6p, OUTPERFORM, TP 800.00p)
Valero Energy Corporation (VLO, US$70.98, OUTPERFORM, TP US$120.00)",,,
$Stocknewsalerts,@Allstocknews,2018-12-19T22:53:13.000Z,"$Stocknewsalerts
@Allstocknews
·
Dec 19, 2018$VLO Stock Quote Notification for Valero Energy Corp
From our Stock News Alerts App",,,
Money Making Articles Hot Stuff,@mmahotstuff1,2018-12-19T18:42:04.000Z,"Money Making Articles Hot Stuff
@mmahotstuff1
·
Dec 19, 2018As Valero Energy Corp New $VLO Share Value Declined, Voloridge Investment Management LLC Has Cut by $10.06 Million Its Holding - https://mmahotstuff.com/2018/12/19/as-valero-energy-corp-new-vlo-share-value-declined-voloridge-investment-management-llc-has-cut-by-10-06-million-its-holding.html…",,,
The Casual Smart,@The_CasualSmart,2018-12-19T18:41:45.000Z,"The Casual Smart
@The_CasualSmart
·
Dec 19, 2018Voloridge Investment Management LLC Trimmed Stake in Valero Energy Corp New $VLO by $10.06 Million as Market Value Declined https://cardinalweekly.com/voloridge-investment-management-llc-trimmed-stake-in-valero-energy-corp-new-vlo-by-10-06-million-as-market-value-declined/…",,,
$Stocknewsalerts,@Allstocknews,2018-12-18T22:38:59.000Z,"$Stocknewsalerts
@Allstocknews
·
Dec 18, 2018$VLO Stock Quote Notification for Valero Energy Corp
From our Stock News Alerts App",,,
$Stocknewsalerts,@Allstocknews,2018-12-17T22:38:43.000Z,"$Stocknewsalerts
@Allstocknews
·
Dec 17, 2018$VLO Stock Quote Notification for Valero Energy Corp
From our Stock News Alerts App",,,
WhatsOnThorold,@whatsonthorold2,2018-12-17T14:47:28.000Z,"WhatsOnThorold
@whatsonthorold2
·
Dec 17, 2018As Valero Energy Corp $VLO Share Value Declined, Bowling Portfolio Management LLC Trimmed Holding - https://whatsonthorold.com/2018/12/17/as-valero-energy-corp-vlo-share-value-declined-bowling-portfolio-management-llc-trimmed-holding/…",,,
The Casual Smart,@The_CasualSmart,2018-12-17T14:47:18.000Z,"The Casual Smart
@The_CasualSmart
·
Dec 17, 2018Bowling Portfolio Management LLC Has Lowered Position in Valero Energy Corp $VLO as Stock Value Declined https://cardinalweekly.com/bowling-portfolio-management-llc-has-lowered-position-in-valero-energy-corp-vlo-as-stock-value-declined/…",,,
$Stocknewsalerts,@Allstocknews,2018-12-15T03:42:40.000Z,"$Stocknewsalerts
@Allstocknews
·
Dec 15, 2018$VLO Weekly Summary Alert for Valero Energy Corp
From our Stock News Alerts App",,,
$Stocknewsalerts,@Allstocknews,2018-12-15T03:41:58.000Z,"$Stocknewsalerts
@Allstocknews
·
Dec 15, 2018$VLO Stock Quote Notification for Valero Energy Corp
From our Stock News Alerts App",,,
$Stocknewsalerts,@Allstocknews,2018-12-15T01:12:01.000Z,"$Stocknewsalerts
@Allstocknews
·
Dec 15, 2018$VLO New Form SC 13E3/A for Valero Energy Corp
From our Stock News Alerts App",,,
Shan,@ShanVanAug,2018-12-14T13:12:12.000Z,"Shan
@ShanVanAug
·
Dec 14, 2018The export curbs, if fully implemented, will affect big U.S. refiners such as Valero Energy Corp., Phillips 66, Chevron Corp., Exxon Mobil Corp., and Marathon Petroleum Corp. forcing them to buy similar crude elsewhere, such as Mexico, Canada or Venezuela",,,
$Stocknewsalerts,@Allstocknews,2018-12-13T22:50:23.000Z,"$Stocknewsalerts
@Allstocknews
·
Dec 13, 2018$VLO Stock Quote Notification for Valero Energy Corp
From our Stock News Alerts App",,,
$Stocknewsalerts,@Allstocknews,2018-12-13T22:07:23.000Z,"$Stocknewsalerts
@Allstocknews
·
Dec 13, 2018$VLO New Form 4 for Valero Energy Corp
From our Stock News Alerts App",,,
$Stocknewsalerts,@Allstocknews,2018-12-11T22:34:27.000Z,"$Stocknewsalerts
@Allstocknews
·
Dec 11, 2018$VLO Stock Quote Notification for Valero Energy Corp
From our Stock News Alerts App",,,
